Country,Year,Total - all NACE activities,"Agriculture, forestry and fishing",Mining and quarrying,Manufacturing,"Electricity, gas, steam and air conditioning supply","Water supply; sewerage, waste management and remediation activities",Construction,Wholesale and retail trade; repair of motor vehicles and motorcycles,Transportation and storage,Accommodation and food service activities,Information and communication,Financial and insurance activities,Real estate activities,"Professional, scientific and technical activities",Administrative and support service activities,Public administration and defence; compulsory social security,Education,Human health and social work activities,"Arts, entertainment and recreation",Other service activities,Activities of households as employers,Activities of extraterritorial organisations and bodies,GHG
Norway,1996,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Switzerland,1996,13835.18,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Serbia,1996,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Türkiye,1996,79323.67,68450.8,24.86,4343.78,535.01,4724.55,160.43,220.97,706.01,38.96,4.84,7.37,10.94,15.04,15.77,39.11,6.87,7.86,1.63,7.88,0.35,0.64,N2O
European Union - 27 countries (from 2020),1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Belgium,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Bulgaria,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Czechia,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Denmark,1997,24869.3,19975.2,50.61,2989.57,393.17,800.49,22.81,30.52,532.04,2.21,3.28,1.35,1.88,3.6,2.97,8.39,3.57,43.51,1.29,2.84,0,0,N2O
Germany,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Estonia,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Ireland,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Greece,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Spain,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
France,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Croatia,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Italy,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Cyprus,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Latvia,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Lithuania,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Luxembourg,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Hungary,1997,17439.86,10184.53,2.2,6032.61,237.21,438.74,8.08,8.15,275.6,0.91,2.91,2.04,3.3,3.44,2.03,7.01,3.67,226.1,0.49,0.82,0,0,N2O
Malta,1997,227.39,153.56,0.1,1.11,12.58,41.36,0.76,1.41,5.55,0.65,0.1,0,0.21,0.33,0.16,0.23,0.05,8.7,0.09,0.45,0,0,N2O
Netherlands,1997,59179.4,31265.18,3.03,23770.56,371.33,1034.4,42.01,64.67,622.11,4.17,3.97,4.94,2.43,11.57,53.24,1496,3.02,420.5,2.65,3.63,0,0,N2O
Austria,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Poland,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Portugal,1997,13172.6,9046.5,5.1,2188.2,190.7,1229,148.7,40,225.3,12.8,4.9,4.7,3.8,9.7,7.7,17.3,7.9,17.3,3.4,9.6,0,0,N2O
Romania,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Slovenia,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Slovakia,1997,9361.09,2984.67,1.24,5331.17,116.56,669.86,6.35,15.45,147.06,5.65,6.03,4.55,14.17,16.07,7.59,11.1,6.11,7.82,3.43,5.77,0.43,0,N2O
Finland,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Sweden,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Iceland,1997,1019.25,809.24,0.01,156.62,0.08,20.14,11.81,1.25,16.24,0.05,0.11,1.94,0.09,0.14,0.12,0.17,0.01,0.05,0.03,0.05,0,1.1,N2O
Norway,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Switzerland,1997,13508.38,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Serbia,1997,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Türkiye,1997,77731.33,66798.36,24.45,4464.06,578.35,4651.34,155.59,210.04,698.58,37.18,4.59,7.01,10.44,14.44,14.98,37.18,6.66,8,1.56,7.59,0.34,0.6,N2O
European Union - 27 countries (from 2020),1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Belgium,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Bulgaria,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Czechia,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Denmark,1998,25036.23,20234.76,54.91,2858.61,364.92,770.36,25.51,32.06,617.06,2.6,3.64,1.38,2.08,4.04,3.31,9.52,3.56,43.54,1.25,3.12,0,0,N2O
Germany,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Estonia,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Ireland,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Greece,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Spain,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
France,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Croatia,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Italy,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Cyprus,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Latvia,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Lithuania,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Luxembourg,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Hungary,1998,17179.7,10870.94,1.63,5069.18,244.8,429.31,10.94,9.33,291.55,0.76,3.17,1.95,2.9,3.46,2.16,6.57,3.59,226.36,0.44,0.66,0,0,N2O
Malta,1998,226.39,149.12,0.09,1,12.76,44.78,0.76,1.44,5.52,0.63,0.1,0,0.21,0.34,0.16,0.23,0.05,8.67,0.08,0.44,0,0,N2O
Netherlands,1998,57256.59,29284.06,3.51,23831.38,390.47,1013.88,44.01,65.94,644,4.22,4,5.02,2.44,11.8,52.98,1514,2.99,375.45,2.74,3.7,0,0,N2O
Austria,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Poland,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Portugal,1998,13276.9,8786.5,4.8,2390.6,220.5,1331.1,152.9,47.4,233.7,12.8,7.2,6,5.3,11.1,9.4,18.7,5.7,23.1,3.5,6.6,0,0,N2O
Romania,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Slovenia,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Slovakia,1998,8282.04,2718.53,1.08,4575.49,115.7,628.68,5.91,14.53,144.65,5.1,4.91,3.6,12.06,14.66,6.8,9.79,5.18,6.81,3.14,5.08,0.34,0,N2O
Finland,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Sweden,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Iceland,1998,1018.28,824.66,0.01,139.2,0.14,19.65,12.15,1.29,17.22,0.05,0.12,2,0.09,0.15,0.12,0.17,0.01,0.05,0.03,0.05,0,1.13,N2O
Norway,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Switzerland,1998,13148.22,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Serbia,1998,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Türkiye,1998,82210.47,71151.89,25.11,4367.18,627.61,4863.95,158.72,201.56,670.28,35.75,4.41,6.73,10.09,13.72,14.38,35.68,6.42,7.36,1.5,7.24,0.32,0.58,N2O
European Union - 27 countries (from 2020),1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Belgium,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Bulgaria,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Czechia,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Denmark,1999,24597.94,19468.88,59.89,3314.63,348.94,690.68,26.54,31.19,580.02,2.14,3.37,1.27,2.03,3.82,3.37,9.36,3.87,43.61,1.26,3.06,0,0,N2O
Germany,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Estonia,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Ireland,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Greece,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Spain,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
France,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Croatia,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Italy,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Cyprus,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Latvia,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Lithuania,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Luxembourg,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Hungary,1999,16610.96,10882.16,1.67,4447,239.66,443.39,11.94,9.69,310.69,0.8,3.39,1.86,3,3.2,2.17,6.69,3.6,238.9,0.48,0.65,0,0,N2O
Malta,1999,228.83,153.34,0.09,1.04,13.35,41.8,0.78,1.44,5.63,0.51,0.1,0,0.18,0.35,0.16,0.24,0.05,9.31,0.07,0.37,0,0,N2O
Netherlands,1999,55131.16,28310.06,3.51,22706.91,337.77,1001.94,46.74,68.56,688.98,4.26,4.06,5.16,2.46,12.17,53.9,1512.68,2.98,362.43,2.82,3.78,0,0,N2O
Austria,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Poland,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Portugal,1999,13639.9,8955.5,4.8,2247,415.8,1443.4,152.1,51.1,249,13.5,8.4,7,5.9,12.4,10.3,20.1,5.8,27.5,3.8,6.5,0,0,N2O
Romania,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Slovenia,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Slovakia,1999,6866.24,2445.28,1.16,3485.73,117.29,578.11,5.99,14.83,139.68,5.11,5.06,3.72,12.23,14.67,6.91,9.79,5.25,6.87,3.11,5.1,0.35,0,N2O
Finland,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Sweden,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Iceland,1999,1040.44,840.64,0.01,140.89,0.11,19.21,13.72,1.32,20.43,0.05,0.12,2.07,0.1,0.15,0.13,0.18,0.01,0.05,0.03,0.05,0,1.17,N2O
Norway,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Switzerland,1999,13141.44,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Serbia,1999,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Türkiye,1999,83212.82,72415.44,25.51,4042,644.93,4916.02,161.35,205.83,654.81,36.44,4.5,6.87,10.34,13.99,14.71,36.44,6.46,7.39,1.52,7.34,0.33,0.59,N2O
European Union - 27 countries (from 2020),2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Belgium,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Bulgaria,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Czechia,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Denmark,2000,24597.61,19211.86,62.82,3476.98,320.62,741.96,27.46,31.08,648.51,2,3.47,1.37,2.2,4.02,3.56,7.72,3.75,43.69,1.22,3.31,0,0,N2O
Germany,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Estonia,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Ireland,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Greece,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Spain,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
France,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Croatia,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Italy,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Cyprus,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Latvia,2000,3367.7,2967.16,2.93,50.27,23.41,112.73,16.23,17.57,129.65,0.65,0.56,0.68,3.12,1.37,6.09,14.26,2.94,17.23,0.53,0.31,0,0,N2O
Lithuania,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Luxembourg,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Hungary,2000,17692.38,10606.34,2.26,5835.36,221.19,466.86,13.24,10.46,272.23,0.81,3.43,1.87,3.15,2.93,2.18,6.89,3.46,238.51,0.49,0.69,0,0,N2O
Malta,2000,227.53,150.02,0.09,1.03,12.57,43.79,0.78,1.43,5.57,0.51,0.1,0,0.18,0.35,0.16,0.24,0.05,10.23,0.07,0.36,0,0,N2O
Netherlands,2000,53034.33,25675.22,3.47,23233.4,378.72,989.48,52.72,70.59,703.18,4.41,4.25,5.3,2.53,12.7,56.44,1499.43,3.07,332.6,2.91,3.9,0,0,N2O
Austria,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Poland,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Portugal,2000,14374.4,9454.5,5.2,2409.1,331.1,1572.4,153.5,56.2,264.4,14.5,9.7,6.2,6.8,12.3,13.1,19.9,6.1,25.8,4.4,9.2,0,0,N2O
Romania,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Slovenia,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Slovakia,2000,7633.79,2477.57,1.15,4213.66,124.82,587.15,4.97,11.72,124.7,5.89,4.53,3.41,13.32,17.25,7.6,12.18,5.78,7.79,4.03,5.95,0.32,0,N2O
Finland,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Sweden,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Iceland,2000,977.32,833.26,0.01,81.88,0.11,19.19,14.39,1.32,23.03,0.05,0.12,2.08,0.09,0.15,0.13,0.19,0.01,0.05,0.03,0.05,0,1.18,N2O
Norway,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Switzerland,2000,13164.7,6674.81,1.39,2232.6,86.9,3581.24,40.95,94.13,185.35,11.2,5.57,9.03,2.69,37.31,7.45,59.59,1.35,117.21,10.14,5.79,0,0,N2O
Serbia,2000,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Türkiye,2000,80437.49,69669.32,25.53,3928.2,690.35,4982.25,159.76,195.73,645.69,34.94,4.28,6.54,9.84,13.31,13.94,34.66,6.43,7.29,1.46,7.09,0.32,0.56,N2O
European Union - 27 countries (from 2020),2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Belgium,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Bulgaria,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Czechia,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Denmark,2001,23763.24,18795.78,56.96,3092.39,341.15,714.04,29.24,30.41,628.09,2.03,3.33,1.34,2.21,3.9,4.19,6.5,3.71,43.42,1.21,3.36,0,0,N2O
Germany,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Estonia,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Ireland,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Greece,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Spain,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
France,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Croatia,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Italy,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Cyprus,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Latvia,2001,3629.53,3201.48,1.76,55.17,23.83,112.39,16.23,20.7,146.74,0.74,0.63,0.78,3.28,1.53,7.14,15.41,3.27,17.49,0.59,0.35,0,0,N2O
Lithuania,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Luxembourg,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Hungary,2001,19114.57,11574.05,1.88,6332.46,218.34,450.25,13.99,11.47,258.64,0.82,3.45,1.84,2.95,2.77,2.45,6.81,3.32,227.85,0.54,0.69,0,0,N2O
Malta,2001,224.62,147.87,0.09,1.01,15.21,43.47,0.8,1.4,5.33,0.3,0.1,0,0.13,0.36,0.17,0.25,0.05,7.81,0.04,0.24,0,0,N2O
Netherlands,2001,49873.95,24528.68,3.79,21228.09,419.69,969.06,54.49,73.93,704.96,4.6,4.41,5.57,2.72,12.91,67.69,1512.9,3.18,270.15,2.98,4.15,0,0,N2O
Austria,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Poland,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Portugal,2001,14064.5,9139.1,5,2266.6,341.9,1675.6,169.6,46,282.9,16.7,9.7,6,7,13,13.8,20,6.7,31.4,4.6,8.9,0,0,N2O
Romania,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Slovenia,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Slovakia,2001,8618.39,2802.95,1.51,4768.42,137.58,645.79,6.46,15.45,131.52,6.98,6.61,5.05,17.06,20.13,9.34,14.35,7.39,9.6,4.54,7.19,0.48,0,N2O
Finland,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Sweden,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Iceland,2001,958.51,827.09,0.02,74.16,0.1,19.03,14.21,1.33,19.12,0.05,0.11,0.36,0.09,0.15,0.14,0.21,0.01,0.05,0.03,0.05,0,2.2,N2O
Norway,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Switzerland,2001,13028.87,6676.47,1.4,2185.84,85.13,3519.96,41.55,93.28,176.71,11.58,5.68,9.4,2.87,37.33,7.42,55.68,1.37,101.16,10.15,5.89,0,0,N2O
Serbia,2001,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Türkiye,2001,73292.31,63165.55,25.23,3372.41,698,4957.7,157.12,184.45,599.74,32.74,4.04,6.16,9.39,12.57,13.2,32.67,5.8,6.79,1.36,6.59,0.3,0.53,N2O
European Union - 27 countries (from 2020),2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Belgium,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Bulgaria,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Czechia,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Denmark,2002,23469.47,18710.62,57.5,2717.03,346.28,834.15,33.09,28.15,666.6,2.09,3.12,1.58,2.22,4.58,4.24,6.67,3.8,43.25,1.29,3.21,0,0,N2O
Germany,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Estonia,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Ireland,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Greece,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Spain,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
France,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Croatia,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Italy,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Cyprus,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Latvia,2002,3507.86,3074.3,1.62,47.66,25.15,116.06,20.11,21.37,149.87,0.74,0.62,0.81,3.45,1.52,7.47,15.81,3.16,17.19,0.58,0.36,0,0,N2O
Lithuania,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Luxembourg,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Hungary,2002,16908.5,11631.75,2.46,4088.24,198.31,451.49,14.53,12.77,253.32,0.87,3.66,1.82,2.74,2.64,2.74,7.07,3.25,229.6,0.57,0.69,0,0,N2O
Malta,2002,221.58,145.76,0.09,1.03,15.34,41.95,0.8,1.39,5.16,0.26,0.1,0,0.12,0.36,0.16,0.25,0.05,8.52,0.03,0.22,0,0,N2O
Netherlands,2002,46883.84,22479.11,4.07,20363.78,439.91,944.82,52.6,70.88,698.01,4.31,4.04,5.43,2.71,12.49,69.78,1517.91,3.08,204.2,2.84,3.87,0,0,N2O
Austria,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Poland,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Portugal,2002,14195.6,9199.1,4.7,2253.8,400,1768.5,171.5,44.6,271.9,15.9,4.1,2.9,2.6,5.4,7.2,13.9,3.8,20,2.5,3.2,0,0,N2O
Romania,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Slovenia,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Slovakia,2002,8391.01,2884.52,4.39,4363.14,130.8,689.5,9.67,23.14,129.26,9.2,12.2,9.59,26.31,25.67,13.07,19.02,11.41,13.84,5.4,9.96,0.92,0,N2O
Finland,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Sweden,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Iceland,2002,878.61,802.46,0.01,21.6,0.11,18.9,13.61,1.29,17.14,0.05,0.13,1.14,0.09,0.15,0.14,0.2,0.01,0.05,0.03,0.05,0,1.43,N2O
Norway,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Switzerland,2002,13146.62,6523.3,1.37,2519.17,83.49,3465.66,41.55,100.63,164.69,10.76,5.4,9.27,2.79,40.82,7.1,55.06,1.29,98.21,10.39,5.64,0,0,N2O
Serbia,2002,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,N2O
Türkiye,2002,73244,62677.97,25.14,3830.82,603.62,5035.77,159.67,188.96,587.61,33.39,4.14,6.3,9.52,12.79,13.53,33.47,5.84,6.55,1.39,6.68,0.3,0.54,N2O
